chr	pos	prob	cdf
chr21	19815521	0.0	0.0
chr21	19819016	4.2011153950468055e-09	4.2011153950468055e-09
chr21	19840596	1.6836638949951687e-07	1.7256750489456369e-07
chr21	19842473	2.1941168099535867e-07	3.9197918588992236e-07
chr21	19842577	2.243080806059589e-07	6.162872664958813e-07
chr21	19843988	2.7258773798732874e-07	8.8887500448321e-07
chr21	19844745	3.2663013745859177e-07	1.2155051419418017e-06
chr21	19845142	3.334522420985694e-07	1.5489573840403712e-06
chr21	19849181	3.520335563284702e-07	1.9009909403688414e-06
chr21	19852922	3.690806484002278e-07	2.270071588769069e-06
chr21	19855883	3.7284820418333547e-07	2.6429197929524046e-06
chr21	19862135	3.805133622774298e-07	3.0234331552298346e-06
chr21	19877516	3.915903249602226e-07	3.4150234801900572e-06
chr21	19888645	4.0573543889862985e-07	3.820758919088687e-06
chr21	19891642	4.284976597740119e-07	4.2492565788627e-06
chr21	19898164	8.544288585729402e-07	5.10368543743564e-06
chr21	19907532	9.017280351929457e-07	6.0054134726285856e-06
chr21	19907884	9.054693849471741e-07	6.91088285757576e-06
chr21	19909231	9.388829574929959e-07	7.849765815068756e-06
chr21	19910453	9.70656786982878e-07	8.820422602051633e-06
chr21	19919453	9.853202607275491e-07	9.805742862779183e-06
chr21	19921196	9.956544491691109e-07	1.0801397311948294e-05
chr21	19922097	1.0029993708501505e-06	1.1804396682798443e-05
chr21	19924011	1.0100738598039342e-06	1.2814470542602378e-05
chr21	19925224	1.1544935729650715e-06	1.3968964115567449e-05
chr21	19926187	1.1622164371858495e-06	1.5131180552753298e-05
chr21	19926397	1.1650505210408273e-06	1.6296231073794127e-05
chr21	19926493	1.1657740048370363e-06	1.7462005078631163e-05
chr21	19928069	1.170200156569387e-06	1.863220523520055e-05
chr21	19932444	2.0679659543758928e-06	2.0700171189576442e-05
chr21	19954981	2.131930402100017e-06	2.2832101591676458e-05
chr21	19976743	2.1409866629845886e-06	2.4973088254661045e-05
chr21	19983850	2.1470568281874605e-06	2.7120145082848507e-05
chr21	19996018	2.1543499023329486e-06	2.9274494985181455e-05
chr21	19999399	2.1588609891313914e-06	3.143335597431285e-05
chr21	20003024	2.1673017674967253e-06	3.3600657741809575e-05
chr21	20020025	2.197259828073865e-06	3.579791756988344e-05
chr21	20023842	2.211511387097008e-06	3.8009428956980445e-05
chr21	20028118	2.2264729419318084e-06	4.023590189891225e-05
chr21	20039566	2.2502463163782256e-06	4.248614821529048e-05
chr21	20050573	2.2725165694367193e-06	4.475866478472719e-05
chr21	20051354	2.2787010954683573e-06	4.703736588019555e-05
chr21	20054442	2.298020883903729e-06	4.933538676409928e-05
chr21	20059626	2.322265350627981e-06	5.165765211472726e-05
chr21	20060936	2.325983487725564e-06	5.3983635602452826e-05
chr21	20070690	2.33366952942945e-06	5.6317305131882275e-05
chr21	20074007	2.3389307670631883e-06	5.865623589894546e-05
chr21	20075866	2.34284818367583e-06	6.099908408262129e-05
chr21	20078424	2.3462942095439395e-06	6.334537829216522e-05
chr21	20090104	2.352251198436676e-06	6.56976294906019e-05
chr21	20092277	2.3556621482027933e-06	6.805329163880469e-05
chr21	20092485	2.3570043690373983e-06	7.04102960078421e-05
chr21	20102140	2.3644378088799907e-06	7.277473381672209e-05
chr21	20114571	2.3725923823002084e-06	7.514732619902229e-05
chr21	20114643	2.3733289197946132e-06	7.75206551188169e-05
chr21	20117382	2.44632419737632e-06	7.996697931619323e-05
chr21	20122453	2.5539146611085557e-06	8.252089397730179e-05
chr21	20123283	2.6462035690901606e-06	8.516709754639195e-05
chr21	20124444	2.760297920482509e-06	8.792739546687446e-05
chr21	20126875	2.7805982426807658e-06	9.070799370955522e-05
chr21	20133449	2.8588256998629286e-06	9.356681940941814e-05
chr21	20136039	2.8900463916453566e-06	9.64568658010635e-05
chr21	20136216	2.8944253567937718e-06	9.935129115785728e-05
chr21	20137297	2.9589613897447067e-06	0.00010231025254760199
chr21	20140005	2.963730935074676e-06	0.00010527398348267667
chr21	20143341	2.9785990731466977e-06	0.00010825258255582336
chr21	20145149	2.990135881450324e-06	0.00011124271843727368
chr21	20151143	3.0078770579765016e-06	0.00011425059549525018
chr21	20160066	3.0130870096884724e-06	0.00011726368250493865
chr21	20160506	3.018343925885306e-06	0.00012028202643082396
chr21	20162364	3.0295951925450315e-06	0.000123311621623369
chr21	20174695	3.0561221118737417e-06	0.00012636774373524272
chr21	20177865	3.0603523855811352e-06	0.00012942809612082385
chr21	20185548	3.0663679389716793e-06	0.00013249446405979554
chr21	20186304	3.068774631056008e-06	0.00013556323869085154
chr21	20195657	3.078696775998746e-06	0.00013864193546685028
chr21	20197218	3.090957617018087e-06	0.00014173289308386838
chr21	20202332	5.2934637495565395e-06	0.00014702635683342492
chr21	20202738	5.305106753020952e-06	0.00015233146358644589
chr21	20203778	5.324502285185205e-06	0.00015765596587163108
chr21	20204242	5.3360116650650095e-06	0.0001629919775366961
chr21	20212962	5.358700801614429e-06	0.00016835067833831052
chr21	20216721	5.385479205600288e-06	0.0001737361575439108
chr21	20228399	5.428041783805278e-06	0.00017916419932771608
chr21	20235268	5.464713460246641e-06	0.00018462891278796272
chr21	20249206	5.476514947457196e-06	0.00019010542773541993
chr21	20250516	5.8641607714945645e-06	0.0001959695885069145
chr21	20264466	6.4858235468144504e-06	0.00020245541205372896
chr21	20279767	6.533430965672924e-06	0.00020898884301940188
chr21	20282174	6.547992317890845e-06	0.00021553683533729272
chr21	20284946	7.01948025277698e-06	0.0002225563155900697
chr21	20285601	7.1042581039605685e-06	0.00022966057369403026
chr21	20290110	7.169987239060988e-06	0.00023683056093309126
chr21	20290322	7.177021430010757e-06	0.00024400758236310202
chr21	20294431	7.183080246660373e-06	0.0002511906626097624
chr21	20295302	7.186760218070332e-06	0.0002583774228278327
chr21	20296849	7.191010589143239e-06	0.00026556843341697596
chr21	20303456	7.2016292804670685e-06	0.00027277006269744303
chr21	20303983	7.204771635571551e-06	0.00027997483433301457
chr21	20304227	7.20691437102311e-06	0.0002871817487040377
chr21	20310033	7.219274747681697e-06	0.00029440102345171937
chr21	20313150	7.2287723122877766e-06	0.00030162979576400713
chr21	20316279	7.247646035107155e-06	0.00030887744179911426
chr21	20326726	7.291661389525168e-06	0.0003161691031886394
chr21	20332001	7.385182106604796e-06	0.00032355428529524423
chr21	20333523	7.597030051275862e-06	0.00033115131534652007
chr21	20335507	7.61893596966894e-06	0.000338770251316189
chr21	20336052	7.625836421669247e-06	0.0003463960877378583
chr21	20338594	7.675586724951511e-06	0.0003540716744628098
chr21	20340712	7.69982452848343e-06	0.0003617714989912932
chr21	20342268	7.81112282318287e-06	0.0003695826218144761
chr21	20348318	7.846125487429347e-06	0.00037742874730190543
chr21	20348504	7.847619211082794e-06	0.00038527636651298824
chr21	20353025	7.854104345810875e-06	0.0003931304708587991
chr21	20354857	7.857315718015761e-06	0.00040098778657681486
chr21	20356538	7.861019710655623e-06	0.0004088488062874705
chr21	20357127	7.863828904565201e-06	0.0004167126351920357
chr21	20357404	7.867233927531792e-06	0.0004245798691195675
chr21	20362376	8.664648278876289e-06	0.0004332445173984438
chr21	20365281	8.789963457436256e-06	0.0004420344808558801
chr21	20369342	8.828161469445717e-06	0.0004508626423253258
chr21	20371429	8.848289056249367e-06	0.00045971093138157516
chr21	20372569	8.852384163848437e-06	0.0004685633155454236
chr21	20374159	8.856913896802449e-06	0.000477420229442226
chr21	20378115	8.863462438047332e-06	0.00048628369188027335
chr21	20395279	8.87091878221134e-06	0.0004951546106624847
chr21	20401405	8.955184118890413e-06	0.0005041097947813751
chr21	20402382	8.960215580726041e-06	0.0005130700103621012
chr21	20404094	8.997106003079761e-06	0.0005220671163651809
chr21	20404237	9.01304591907664e-06	0.0005310801622842576
chr21	20404917	9.275796405640642e-06	0.0005403559586898983
chr21	20406410	9.475306609814423e-06	0.0005498312652997127
chr21	20406584	9.488629864566387e-06	0.0005593198951642791
chr21	20406637	9.490456878350554e-06	0.0005688103520426297
chr21	20407555	9.857686041026075e-06	0.0005786680380836559
chr21	20407698	1.0025833887036907e-05	0.0005886938719706927
chr21	20410051	1.2605523530096594e-05	0.0006012993955007894
chr21	20410380	1.2608168920532491e-05	0.0006139075644213219
chr21	20415950	1.2775207400867614e-05	0.0006266827718221895
chr21	20417959	1.2784508471710264e-05	0.0006394672802938998
chr21	20418452	1.278889790140428e-05	0.000652256178195304
chr21	20421176	1.2881352401215435e-05	0.0006651375305965195
chr21	20421496	1.2894238507076824e-05	0.0006780317691035963
chr21	20426064	1.2903978020284308e-05	0.0006909357471238806
chr21	20427823	1.2912354681769995e-05	0.0007038481018056506
chr21	20430306	1.3016238348143299e-05	0.0007168643401537939
chr21	20431363	1.3029582295333918e-05	0.0007298939224491278
chr21	20432508	1.3076670543925681e-05	0.0007429705929930536
chr21	20436807	1.3223109808085205e-05	0.0007561937028011387
chr21	20442732	1.3237007585923433e-05	0.0007694307103870622
chr21	20455028	1.3310819835060394e-05	0.0007827415302221226
chr21	20459312	1.3354814555524378e-05	0.000796096344777647
chr21	20464359	1.3367690882978474e-05	0.0008094640356606255
chr21	20468652	1.337849556934774e-05	0.0008228425312299732
chr21	20470770	1.3479332092481004e-05	0.0008363218633224541
chr21	20481947	1.3623905881807926e-05	0.0008499457692042621
chr21	20482793	1.3711180441824515e-05	0.0008636569496460866
chr21	20491478	1.3725383949057567e-05	0.0008773823335951441
chr21	20502171	1.3740957056264613e-05	0.0008911232906514087
chr21	20510970	1.3813628896485395e-05	0.0009049369195478941
chr21	20515410	1.3830769064505987e-05	0.0009187676886124001
chr21	20517159	1.3842439954725629e-05	0.0009326101285671258
chr21	20537661	1.3921945456429597e-05	0.0009465320740235553
chr21	20548260	1.3974735078308768e-05	0.0009605068091018641
chr21	20548928	1.4028228011709833e-05	0.0009745350371135739
chr21	20550820	1.4062687389131193e-05	0.0009885977245027051
chr21	20559071	1.407380549222537e-05	0.0010026715299949304
chr21	20561221	1.4077644131206592e-05	0.001016749174126137
chr21	20562856	1.4097910372438434e-05	0.0010308470844985756
chr21	20566037	1.4122665969692429e-05	0.001044969750468268
chr21	20572631	1.4128294736998914e-05	0.001059098045205267
chr21	20577411	1.4133538313766098e-05	0.001073231583519033
chr21	20592398	1.4140804271639996e-05	0.001087372387790673
chr21	20595409	1.4146015664202494e-05	0.0011015184034548753
chr21	20598416	1.4157711809429809e-05	0.0011156761152643052
chr21	20604478	1.419248862336029e-05	0.0011298686038876654
chr21	20619368	1.4249784190782526e-05	0.0011441183880784478
chr21	20635364	1.430446847362085e-05	0.0011584228565520687
chr21	20636566	1.4311239876935285e-05	0.001172734096429004
chr21	20640957	1.431664892408101e-05	0.001187050745353085
chr21	20642903	1.4320167736581586e-05	0.0012013709130896666
chr21	20643306	1.4321879013316544e-05	0.0012156927921029832
chr21	20645883	1.4326830858917526e-05	0.0012300196229619008
chr21	20648411	1.4331601349306875e-05	0.0012443512243112077
chr21	20654281	1.433813434724534e-05	0.001258689358658453
chr21	20655418	1.4343264276730087e-05	0.0012730326229351832
chr21	20662610	1.435572045613178e-05	0.001287388343391315
chr21	20664950	1.4363206682895045e-05	0.00130175155007421
chr21	20675783	1.4475783007167047e-05	0.001316227333081377
chr21	20676645	1.4478443089908054e-05	0.0013307057761712852
chr21	20678595	1.4482181234841565e-05	0.0013451879574061267
chr21	20682007	1.4488705296602857e-05	0.0013596766627027295
chr21	20685393	1.449469801528992e-05	0.0013741713607180195
chr21	20691654	1.4509897966007449e-05	0.001388681258684027
chr21	20693220	1.4545217779411945e-05	0.001403226476463439
chr21	20698408	1.4616335719099427e-05	0.0014178428121825386
chr21	20701517	1.4642050387903e-05	0.0014324848625704416
chr21	20701689	1.4644794756230427e-05	0.0014471296573266722
chr21	20703201	1.934942726675252e-05	0.0014664790845934246
chr21	20704482	2.1654406594431534e-05	0.0014881334911878562
chr21	20705880	2.1664074141578552e-05	0.0015097975653294347
chr21	20710636	2.167484313840387e-05	0.0015314724084678386
chr21	20712783	2.1682796464617386e-05	0.001553155204932456
chr21	20716281	2.1754082471592786e-05	0.001574909287404049
chr21	20722633	2.1915507695540355e-05	0.0015968247950995892
chr21	20723448	2.2364883272157446e-05	0.0016191896783717466
chr21	20733268	2.3102204142119746e-05	0.0016422918825138664
chr21	20733901	2.310556047990749e-05	0.001665397442993774
chr21	20740552	2.318215999815365e-05	0.0016885796029919276
chr21	20746935	2.3188863856706148e-05	0.0017117684668486338
chr21	20754462	2.3195287473951278e-05	0.001734963754322585
chr21	20759787	2.320084965822026e-05	0.0017581646039808053
chr21	20761084	2.320389810335697e-05	0.0017813685020841622
